Timestamp,value,unit,building,floor,room_type,room_number,modality
2019-01-03 12:00:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:01:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:02:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:03:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:04:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:05:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:06:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:07:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:08:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:09:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:10:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:11:00,21.533334096272785,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:12:00,21.536667505900063,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:13:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:14:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:15:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:16:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:17:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:18:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:19:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:20:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:21:00,21.530000686645508,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:22:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:23:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:24:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:25:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:26:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:27:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:28:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:29:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:30:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:31:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:32:00,21.545000076293945,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:33:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:34:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:35:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:36:00,21.549999237060547,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:37:00,21.540000915527344,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:38:00,21.559999465942383,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:39:00,21.56999969482422,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:40:00,21.56999969482422,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:41:00,21.574999809265137,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:42:00,21.579999923706055,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:43:00,21.59000015258789,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:44:00,21.59000015258789,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:45:00,21.59000015258789,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:46:00,21.600000381469727,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:47:00,21.610000610351562,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:48:00,21.610000610351562,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:49:00,21.610000610351562,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:50:00,21.610000610351562,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:51:00,21.610000610351562,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:52:00,21.630000114440918,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:53:00,21.649999618530273,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:54:00,21.649999618530273,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:55:00,21.65999984741211,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:56:00,21.65999984741211,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:57:00,21.670000076293945,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:58:00,21.670000076293945,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:59:00,21.670000076293945,°C,JCK,36,Focus Group ,3631,temp
2019-01-03 12:00:00,26.3700008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:01:00,26.350000381469727,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:02:00,26.34000015258789,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:03:00,26.31999969482422,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:04:00,26.3700008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:05:00,26.309999465942383,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:06:00,26.31999969482422,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:07:00,26.31999969482422,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:08:00,26.34000015258789,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:09:00,26.260000228881836,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:10:00,26.260000228881836,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:11:00,26.260000228881836,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:12:00,26.25,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:13:00,26.239999771118164,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:14:00,26.209999084472656,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:15:00,26.239999771118164,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:16:00,26.229999542236328,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:17:00,26.229999542236328,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:18:00,26.209999084472656,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:19:00,26.209999084472656,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:20:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:21:00,26.200000762939453,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:22:00,26.200000762939453,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:23:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:24:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:25:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:26:00,26.15999984741211,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:27:00,26.15999984741211,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:28:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:29:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:30:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:31:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:32:00,26.139999389648438,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:33:00,26.149999618530273,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:34:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:35:00,26.149999618530273,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:36:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:37:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:38:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:39:00,26.1299991607666,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:40:00,26.100000381469727,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:41:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:42:00,26.09000015258789,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:43:00,26.149999618530273,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:44:00,26.100000381469727,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:45:00,26.15999984741211,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:46:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:47:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:48:00,26.139999389648438,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:49:00,26.1200008392334,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:50:00,26.149999618530273,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:51:00,26.149999618530273,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:52:00,26.164999961853027,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:53:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:54:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:55:00,26.18000030517578,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:56:00,26.219999313354492,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:57:00,26.200000762939453,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:58:00,26.200000762939453,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:59:00,26.139999389648438,%RH,JCK,35,Focus Group ,3515,humidity
2019-01-03 12:00:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:01:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:02:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:03:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:04:00,0.8999999761581421,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:05:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:06:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:07:00,0.5,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:08:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:09:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:10:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:11:00,0.6666666666666666,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:12:00,0.6333333452542622,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:13:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:14:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:15:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:16:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:17:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:18:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:19:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:20:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:21:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:22:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:23:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:24:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:25:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:26:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:27:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:28:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:29:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:30:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:31:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:32:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:33:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:34:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:35:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:36:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:37:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:38:00,0.0,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:39:00,0.3499999940395355,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:40:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:41:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:42:00,0.6500000059604645,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:43:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:44:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:45:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:46:00,0.8999999761581421,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:47:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:48:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:49:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:50:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:51:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:52:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:53:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:54:00,0.8999999761581421,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:55:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:56:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:57:00,0.699999988079071,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:58:00,0.6000000238418579,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:59:00,0.800000011920929,ppb,JCK,33,Open Office ,3369,pm25
2019-01-03 12:00:00,395.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:01:00,392.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:02:00,394.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:03:00,396.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:04:00,393.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:05:00,400.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:06:00,391.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:07:00,391.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:08:00,395.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:09:00,399.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:10:00,401.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:11:00,401.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:12:00,398.5,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:13:00,396.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:14:00,396.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:15:00,397.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:16:00,401.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:17:00,403.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:18:00,402.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:19:00,403.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:20:00,408.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:21:00,410.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:22:00,412.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:23:00,411.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:24:00,409.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:25:00,410.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:26:00,412.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:27:00,412.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:28:00,415.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:29:00,413.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:30:00,411.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:31:00,411.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:32:00,418.5,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:33:00,426.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:34:00,419.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:35:00,416.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:36:00,413.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:37:00,413.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:38:00,418.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:39:00,418.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:40:00,424.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:41:00,425.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:42:00,422.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:43:00,426.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:44:00,422.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:45:00,426.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:46:00,426.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:47:00,429.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:48:00,428.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:49:00,426.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:50:00,425.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:51:00,425.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:52:00,428.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:53:00,431.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:54:00,432.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:55:00,436.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:56:00,437.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:57:00,436.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:58:00,434.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:59:00,435.0,ppm,JCK,35,IT ,3544,co2
2019-01-03 12:00:00,0.20000000298023224,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:01:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:02:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:03:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:04:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:05:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:06:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:07:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:08:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:09:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:10:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:11:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:12:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:13:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:14:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:15:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:16:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:17:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:18:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:19:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:20:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:21:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:22:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:23:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:24:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:25:00,0.10000000149011612,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:26:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:27:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:28:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:29:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:30:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:31:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:32:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:33:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:34:00,0.15000000596046448,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:35:00,0.30000001192092896,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:36:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:37:00,0.20000000298023224,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:38:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:39:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:40:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:41:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:42:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:43:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:44:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:45:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:46:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:47:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:48:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:49:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:50:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:51:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:52:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:53:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:54:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:55:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:56:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:57:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:58:00,0.0,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:59:00,0.10000000149011612,ppb,JCK,33,Open Office ,3303,pm25
2019-01-03 12:00:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:01:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:02:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:03:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:04:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:05:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:06:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:07:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:08:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:09:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:10:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:11:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:12:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:13:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:14:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:15:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:16:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:17:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:18:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:19:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:20:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:21:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:22:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:23:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:24:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:25:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:26:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:27:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:28:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
2019-01-03 12:29:00,0.06599999964237213,ppb,JCK,33,Open Office ,3303,tvoc
